cancerType	TF.ChIPseq	totalTFBS	totalSamples	bmr	activeTFBS	nSNVs	nSamples	pvalue.poibin	pvalue.binom	pvalue.pois	expVal.poibin	expVal.binom	expVal.pois	sigVal.poibin	sigVal.binom	sigVal.pois
Lymph-BNHL	GSE41820.AHR.MCF7	33044034	107	0.897278481857066	1543377	868	96	0.583431776180573	0.580492484743717	0.513930940990198	96	96	96	100	101	112
Lymph-BNHL	ENCSR663ZZZ.MNT.MCF7	17952775	107	0.997851802937178	7873496	3917	107	0.791344248621653	0.794450713908417	0.503989547579353	107	107	107	107	107	124
Lymph-BNHL	ENCSR000BSU.JUND.MCF7	4064916	107	0.767881416660363	760565	419	81	0.676857496765028	0.654727085512944	0.565782658915169	82	82	82	88	89	97
Lymph-BNHL	ENCSR000BSR.CEBPB.MCF7	13025822	107	0.872535415361657	1314131	736	96	0.24251592024516	0.275236029721634	0.406052080865829	93	93	93	98	99	110
Lymph-BNHL	ENCSR000BUX.EGR1.MCF7	2196394	107	0.872659409554348	1315131	490	84	0.99909321954447	0.996186257950285	0.846881696309743	93	94	93	98	99	110
Lymph-BNHL	ENCSR954WVZ.ESRRA.MCF7	4516950	107	0.839775170240317	1087912	370	78	0.999850974775696	0.998820931278291	0.906107904823607	90	90	90	95	96	106
Lymph-BNHL	GSE23852.TFAP2C.MCF7_ETOH	13198710	107	0.977667320309101	3558315	1396	103	0.920888022396398	0.907706900945678	0.575607005633839	105	105	104	107	107	122
Lymph-BNHL	ENCSR000EWS.GATA3.MCF7	5950657	107	0.540977767772149	297955	148	56	0.710805064817674	0.678827070204642	0.615434300954336	58	58	58	65	66	71
Lymph-BNHL	GSE80808.FOXA1.MCF7	13108468	107	0.80390256470172	903249	673	94	0.013921736715418	0.0291651901754451	0.208046558378713	86	86	86	92	93	102
Lymph-BNHL	GSE54592.ESR1.MCF7_LY2_ETOH	10984516	107	0.874841220137078	1332940	562	97	0.167091997087235	0.201906311999337	0.376551697216604	94	94	93	98	99	110
Lymph-BNHL	GSE68355.PGR.MCF7_R5020	20287631	107	0.973696923093712	3310593	1812	104	0.693769600618606	0.689294135907458	0.520287277767694	104	104	104	106	107	121
Lymph-BNHL	GSE60270.FOXA1.MCF7_E2	21756395	107	0.908931114776157	1677660	1075	98	0.475879328885552	0.485732227594907	0.483375822033117	97	97	97	101	102	114
Lymph-BNHL	GSE60270.GATA3.MCF7_E2	2905181	107	0.435015271210883	194727	98	49	0.323548807194112	0.350386586567914	0.378788697952315	47	47	46	54	55	58
Lymph-BNHL	GSE72249.FOXA1.MCF7_DEX	20084046	107	0.95911368951289	2680216	1478	102	0.737363878239657	0.7263941523065	0.537751395845804	103	103	102	105	106	120
Lymph-BNHL	GSE72249.FOXA1.MCF7_E2	20462464	107	0.934338718503508	2064617	1105	100	0.596683276542807	0.594800517028363	0.512271962684191	100	100	100	104	104	117
Lymph-BNHL	GSE68355.PGR.MCF7_PROG	29558101	107	0.991979610891474	5276061	3262	107	0.408429207956572	0.422467979742623	0.479689432224102	106	106	106	107	107	123
Lymph-BNHL	GSE40129.FOXA1.MCF7_SICTR	19869711	107	0.82937068134502	1028844	683	96	0.0184841054330734	0.0352920878323389	0.233924185262538	89	89	89	94	95	105
Lymph-BNHL	GSE40129.GATA3.MCF7_E2	7230604	107	0.357852493752982	139758	65	36	0.743992954815962	0.710827586728831	0.666111325103429	38	38	38	45	47	49
Lymph-BNHL	GSE29073.GATA3.MCF7_DMSO	2093721	107	0.340389809592382	129060	119	44	0.0470555809795025	0.075768174137067	0.122106745073077	36	36	36	43	45	47
Lymph-BNHL	ERP000380.FOXA1.MCF7_E2_TAM	14794653	107	0.664192301706459	486632	296	66	0.914479770134347	0.872249591026605	0.741958819880458	71	71	71	78	79	85
Lymph-BNHL	GSE29073.GATA3.MCF7_E2	4309448	107	0.513196088536706	266967	179	52	0.785774584486176	0.745409715791595	0.670955426681857	55	55	55	62	63	67
Lymph-BNHL	GSE44737.MBD3.MCF7	5422209	107	0.908628148868536	1673896	1326	100	0.197232103307573	0.228234538960019	0.402503487181457	97	97	97	101	102	114
Lymph-BNHL	ENCSR557JTZ.GTF2F1.MCF7	7625911	107	0.989913786526862	4867060	2594	106	0.70601426394614	0.706498259122178	0.509848332181278	106	106	106	107	107	123
Lymph-BNHL	ENCSR468LUO.SIN3A.MCF7	21858991	107	0.999378184873036	10627757	6570	107	0.935186255370614	0.93561153706322	0.510291567816386	107	107	107	107	107	124
Lymph-BNHL	ERP000901.NCOA3.MCF7_E2	8420303	107	0.830094104645808	1032789	526	88	0.658732437291759	0.642309785741553	0.548813898439296	89	89	89	94	95	105
Lymph-BNHL	ENCSR636EYA.CTBP1.MCF7	20293484	107	0.993363322856117	5624264	3203	106	0.84514036944202	0.84100742940476	0.524123573475733	106	106	106	107	107	124
Lymph-BNHL	ERP000380.ESR1.MCF7_E2_TAM	3237854	107	0.573364542343775	338521	178	59	0.748968288386667	0.712287730532888	0.635045438938746	61	61	61	68	70	75
Lymph-BNHL	GSE41561.KLF4.MCF7	3165526	107	0.890868031530358	1477572	704	90	0.976336582728616	0.958475965778827	0.720847799297607	95	95	95	100	100	112
Lymph-BNHL	GSE60270.ESR1.MCF7_E2	9181088	107	0.686525733202934	533552	256	66	0.976201358838733	0.949419350422107	0.822842902859881	73	74	73	80	81	88
Lymph-BNHL	ENCSR017CEO.CUX1.MCF7	7858964	107	0.867114401768152	1271629	851	93	0.545210459342945	0.545730188538603	0.504738791198823	93	93	93	98	98	109
Lymph-BNHL	GSE48930.ESR1.MCF7	21344189	107	0.99081766153843	5032947	2186	105	0.931677932302397	0.923738556329677	0.552305819255567	106	106	106	107	107	123
Lymph-BNHL	GSE59530.ESR1.MCF7_E2_TNF	6067263	107	0.585512511435479	355143	261	73	0.00970691695831016	0.025392335162759	0.108527559700935	63	63	62	70	71	76
Lymph-BNHL	GSE60270.TFAP2A.MCF7_E2	8013597	107	0.955427083012942	2563258	841	96	0.998921758676898	0.997015177990357	0.744251246177529	102	102	102	105	105	119
Lymph-BNHL	ENCSR000BUN.TCF12.MCF7	3184236	107	0.547196003265617	305350	182	61	0.323887344477688	0.353520308685851	0.391598643231643	59	59	58	66	67	71
Lymph-BNHL	GSE59530.ESR1.MCF7_SHCTR_E2_TNF	8164030	107	0.89727941861797	1543387	919	96	0.583446048881288	0.580505115019144	0.513935018263205	96	96	96	100	101	112
Lymph-BNHL	ERP000209.ESR1.MCF7	4472793	107	0.70293768749569	571548	247	68	0.974035541521533	0.946496243464349	0.812138010447406	75	75	75	82	83	90
Lymph-BNHL	ENCSR000BTR.EP300.MCF7	3598700	107	0.551337596540156	310375	156	63	0.205752813476644	0.248390955487666	0.317857541729045	59	59	59	66	67	72
Lymph-BNHL	ENCSR288IJC.MAZ.MCF7	10078116	107	0.995445878436531	6343083	2752	107	0.605299688607487	0.613604939523479	0.494041659337148	107	107	106	107	107	124
Lymph-BNHL	ENCSR348JOJ.MTA1.MCF7	7390985	107	0.979510471072068	3691719	1729	104	0.83350237838925	0.822504698912837	0.544454334521015	105	105	105	107	107	122
Lymph-BNHL	ERP000901.NCOA3.MCF7	27589451	107	0.910367479700008	1695724	870	100	0.216689922531208	0.247053753164025	0.409851956345475	97	98	97	102	102	114
Lymph-BNHL	GSE55921.BRD4.MCF7	6081286	107	0.986291293757909	4341324	2919	106	0.560486039535561	0.567898142652935	0.494808302095534	106	106	105	107	107	123
Lymph-BNHL	GSE55921.BRD4.MCF7_E2	5652072	107	0.984542522480447	4142589	2312	106	0.495405104534447	0.50606996344883	0.487535814311227	105	106	105	107	107	123
Lymph-BNHL	ENCSR234VCE.DPF2.MCF7	14614819	107	0.930849582039806	2001256	1285	99	0.690324273786428	0.678824311347108	0.537351671953777	100	100	99	103	104	116
Lymph-BNHL	GSE23852.FOXA1.MCF7_ETOH	14514257	107	0.786017949665351	828068	524	84	0.571029849799044	0.565267279741324	0.519026423794815	84	84	84	90	91	99
Lymph-BNHL	GSE72249.ESR1.MCF7_E2	6300776	107	0.517660467080581	271732	101	45	0.994641351160563	0.982507664262955	0.932188084257261	55	55	55	62	64	68
Lymph-BNHL	GSE72249.NR3C1.MCF7_DEX	4584412	107	0.400430477457995	168405	151	43	0.529422035410377	0.524588936163124	0.510918727128808	43	43	43	50	51	54
Lymph-BNHL	ERP000380.FOXA1.MCF7	11476797	107	0.818200929382171	970733	690	96	0.00783382525538179	0.0180955820146255	0.196248285973123	88	88	87	93	94	103
Lymph-BNHL	GSE40129.FOXA1.MCF7_SIGATA	24055121	107	0.823847069871729	999467	799	98	0.00179085118010369	0.00548307182098617	0.159554564744095	88	88	88	94	94	104
Lymph-BNHL	GSE48096.ESR2.MCF7_C412_E2	274239	107	0.28049167293399	96338	59	29	0.641946834018499	0.622117488240094	0.597802488369095	30	30	30	37	38	39
Lymph-BNHL	ENCSR197DJH.SREBF1.MCF7	2100384	107	0.706341043821269	579841	253	71	0.901134455178697	0.859076623293398	0.716160248226176	76	76	75	82	83	90
Lymph-BNHL	ENCSR000BUI.FOSL2.MCF7	5738443	107	0.699288065301581	562818	243	65	0.995172426887405	0.983562211456784	0.885487435035481	75	75	75	81	82	89
Lymph-BNHL	ENCSR155VDK.ZBTB11.MCF7	710497	107	0.719198956936214	612568	229	74	0.813212038624722	0.773373664226464	0.647134995858176	77	77	77	83	84	92
Lymph-BNHL	GSE60270.TFAP2A.MCF7	2342579	107	0.810653211822799	934215	300	72	0.999988738798936	0.999778519277994	0.952505627806763	87	87	87	92	93	102
Lymph-BNHL	GSE72249.NR3C1.MCF7	294381	107	0.279009624696192	95599	129	33	0.252903229218181	0.280693604805771	0.305887431770972	30	30	30	37	38	39
Lymph-BNHL	ENCSR000EWT.TCF7L2.MCF7	3301060	107	0.627948874019727	420338	219	56	0.997560618517161	0.989538615017346	0.92645152649036	67	67	67	74	75	81
Lymph-BNHL	GSE41561.TLE3.MCF7	2735634	107	0.344733367245179	131668	77	38	0.438161581390844	0.446268156046224	0.448998081730795	37	37	37	44	45	47
Lymph-BNHL	ERP002305.ESR1.MCF7_GLYC	5902330	107	0.658345940315005	475167	217	63	0.973960290955859	0.945694282017947	0.827611770546438	70	70	70	77	78	85
Lymph-BNHL	ENCSR697CUP.HCFC1.MCF7	6889325	107	0.989347748505198	4771661	2000	107	0.301589529665278	0.317936043370776	0.468786354127989	106	106	106	107	107	123
Lymph-BNHL	GSE71276.ESR1.MCF7_E2	5325511	107	0.85864727981236	1209659	406	76	0.999999524322306	0.999979234312908	0.959538617536987	92	92	92	97	98	108
Lymph-BNHL	GSE59530.FOXA1.MCF7_TNF	7937271	107	0.828295815123526	1023025	836	94	0.0698896730742457	0.102312096526694	0.297888786240458	89	89	88	94	95	104
Lymph-BNHL	GSE60270.PRKDC.MCF7_E2	2267416	107	0.800380484850491	887686	270	84	0.73112641213098	0.703752323678012	0.584798665830919	86	86	85	91	92	101
Lymph-BNHL	ERP000380.ESR1.MCF7_E2	4020800	107	0.584641850450902	353924	147	51	0.997885664547824	0.990578935777318	0.940132021399954	63	63	62	70	71	76
Lymph-BNHL	ERP000901.ESR1.MCF7_E2	5983989	107	0.650785998724594	460804	243	64	0.932566357977989	0.892362870932277	0.766075131673391	70	70	69	76	78	84
Lymph-BNHL	ENCSR000BSP.REST.MCF7	3992448	107	0.642413168594915	445476	359	74	0.123410768050904	0.168592631925583	0.278331598231327	69	69	69	75	77	83
Lymph-BNHL	ENCSR000BUJ.FOXM1.MCF7	2826772	107	0.641716467519735	444227	215	72	0.245952617304672	0.286011535987378	0.359429685134258	69	69	68	75	77	83
Lymph-BNHL	ENCSR000BUO.TEAD4.MCF7	2161664	107	0.463016597865096	218372	155	55	0.125575021528351	0.168218929936296	0.236886287337149	50	50	49	57	58	61
Lymph-BNHL	ENCSR427BBI.MLLT1.MCF7	2382468	107	0.748847350891726	697588	1829	105	7.50510764646606e-14	2.45043985103166e-11	0.00442687399798325	80	80	80	86	87	95
Lymph-BNHL	ENCSR382WLL.ELK1.MCF7	2817282	107	0.94750628971078	2347467	915	97	0.985082056185943	0.974858191983414	0.681622022666913	101	102	101	105	105	118
Lymph-BNHL	ENCSR176EXN.JUN.MCF7	1081751	107	0.52260832064342	277106	114	44	0.998230863257712	0.991928200507669	0.955947509020635	56	56	56	63	64	68
Lymph-BNHL	ENCSR924TVL.RFX5.MCF7	3956464	107	0.90830591693755	1669910	731	93	0.956888767523626	0.935588517274429	0.678118023896619	97	97	97	101	102	114
Lymph-BNHL	ENCSR094ZCF.CEBPG.MCF7	1524343	107	0.411790984812505	176726	125	48	0.210832566832447	0.248800972558195	0.29586968881333	44	44	44	51	52	55
Lymph-BNHL	ENCSR546KCN.FOSL2.MCF7	4458134	107	0.684377529931556	528810	167	65	0.984926643459142	0.963354376340311	0.846468959735817	73	73	73	80	81	88
Lymph-BNHL	ENCSR449UFF.ZKSCAN1.MCF7	3925559	107	0.625639267876143	416473	262	59	0.978852872367475	0.952944255621289	0.849435389730135	67	67	67	74	75	81
Lymph-BNHL	GSE59530.ESR1.MCF7_SHFOXA1_E2_TNF	2598070	107	0.36778254682059	146102	78	33	0.948757450926952	0.916688557718743	0.86414531065054	39	39	39	46	48	50
Lymph-BNHL	ENCSR135ANT.NRF1.MCF7	2445926	107	0.925718193319945	1914952	747	97	0.852583816369459	0.82889863014621	0.595097031654617	99	99	99	103	103	116
Lymph-BNHL	ERP000901.NCOA1.MCF7	3435819	107	0.497259388630744	250579	122	45	0.978951329965518	0.95412098706309	0.885908515712725	53	53	53	60	62	65
Lymph-BNHL	GSE59530.FOXA1.MCF7	6600541	107	0.720421836379133	615801	600	85	0.0266986979153481	0.051929463660451	0.19759913303967	77	77	77	83	85	92
Lymph-BNHL	GSE60270.FOXA1.MCF7	5072036	107	0.63267320999531	428369	361	77	0.0161742594218516	0.0368436733971204	0.142786587163084	68	68	68	74	76	82
Lymph-BNHL	GSE59530.FOXA1.MCF7_E2	6804356	107	0.671051081054671	500499	493	76	0.180361192412459	0.224943260433429	0.325553525909139	72	72	72	78	80	86
Lymph-BNHL	GSE59530.ESR1.MCF7_E2	7086005	107	0.498906362666807	252229	170	50	0.816010244219481	0.773514628326296	0.696704495981883	53	53	53	60	62	66
Lymph-BNHL	GSE55921.ESR1.MCF7_E2	1419394	107	0.308433603566753	110884	28	18	0.999966175777627	0.999691678031712	0.998329951105701	33	33	33	40	41	43
Lymph-BNHL	GSE55921.ESR1.MCF7_E2_JQ1	1092825	107	0.266855143619283	89656	21	15	0.9999149790828	0.999463040881297	0.99796725890639	28	28	28	35	36	38
Lymph-BNHL	ENCSR062HDL.HSF1.MCF7	218758	107	0.259994767266745	86392	27	19	0.992678255557811	0.983185614692922	0.967749099869351	28	28	28	34	35	37
Lymph-BNHL	GSE68356.ESR1.MCF7_E2PG	6195635	107	0.566761169618296	329823	151	56	0.886846174898639	0.842180159186055	0.741637983366064	61	61	60	68	69	74
Lymph-BNHL	GSE72249.ESR1.MCF7	1116711	107	0.128196192084021	34538	10	9	0.957658538857297	0.941502829364316	0.928792376177126	14	14	14	19	20	20
Lymph-BNHL	GSE68356.ESR1.MCF7_E2	4658123	107	0.495515957191268	248843	113	47	0.935421375370014	0.896427949850864	0.813633602580262	53	53	53	60	62	65
Lymph-BNHL	GSE27300.ESR1.MCF7_TLED	775061	107	0.252568259048206	82930	53	24	0.814649269816054	0.781422180326258	0.74558929089285	27	27	27	34	35	36
Lymph-BNHL	GSE60270.ESR1.MCF7_SHCTR	873155	107	0.220380611341695	68740	19	16	0.98674045931114	0.974612657330893	0.958987775007081	24	23	23	30	31	32
Lymph-BNHL	ERP000380.ESR1.MCF7_TAM	1797259	107	0.381747857428558	155362	55	30	0.996784170904171	0.989280081185534	0.967214667906428	41	41	41	48	49	52
Lymph-BNHL	GSE68356.ESR1.MCF7	2640379	107	0.341873515640772	129947	43	22	0.999914074212296	0.999312499068998	0.996244222229228	37	37	36	44	45	47
Lymph-BNHL	GSE60270.ESR1.MCF7_SHGATA3_E2	801241	107	0.285975202447588	99100	23	15	0.999989689014848	0.999885117480734	0.999342465560097	31	31	30	37	38	40
Lymph-BNHL	GSE60270.ESR1.MCF7_SHCTR_E2	3597394	107	0.56950179937705	333405	143	51	0.993132800234606	0.978748807160607	0.912464746370148	61	61	61	68	69	74
Lymph-BNHL	GSE60270.MED1.MCF7_E2	1540465	107	0.597754270879311	372757	194	64	0.543789084107312	0.538619665287927	0.514616655165325	64	64	64	71	72	77
Lymph-BNHL	GSE54855.ESR1.MCF7_E2_5M	423550	107	0.111402551179455	29215	15	12	0.542281012019768	0.535532555177429	0.529231819274467	12	12	12	17	17	18
Lymph-BNHL	GSE60270.ESR1.MCF7_SHFOXA1_E2	375221	107	0.159384592107327	45130	14	12	0.953739299164748	0.934467952928903	0.917237404053093	17	17	17	23	23	24
Lymph-BNHL	ERP000380.ESR1.MCF7	292946	107	0.16357267997346	46625	13	11	0.983695066439436	0.972456246459256	0.961297366773148	17	17	17	23	24	25
Lymph-BNHL	ENCSR391JII.RCOR1.MCF7	3598856	107	0.809755109323682	930006	497	85	0.734687800474819	0.707511912871109	0.584440121368186	87	87	86	92	93	102
Lymph-BNHL	ERP000901.NCOA2.MCF7	5002147	107	0.691973891415368	545812	245	67	0.970289691469416	0.940865692174129	0.808450641875043	74	74	74	81	82	88
Lymph-BNHL	GSE59530.ESR1.MCF7_TNF	190996	107	0.103930545447429	26929	69	37	1.86739512741951e-13	1.81182846503702e-11	7.70741692690535e-10	11	11	11	16	17	17
Lymph-BNHL	GSE71276.ESR1.MCF7	476191	107	0.579291537209216	346528	97	52	0.993459930897847	0.979413466156909	0.911533937957406	62	62	62	69	70	75
Lymph-BNHL	GSE60270.ESR1_P118.MCF7_SHCTR_E2	307551	107	0.116065205640825	30667	6	6	0.993371177085828	0.988451343233373	0.984390297465229	12	12	12	18	18	18
Lymph-BNHL	GSE60270.ESR1_P118.MCF7_SHRARS_E2	21047	107	0.00849968496164461	1882	0	0	1	1	1	1	1	1	3	3	3
Lymph-BNHL	GSE54855.ESR1.MCF7_E2_40M	1031228	107	0.261058686916859	86894	31	20	0.985896406651049	0.971835838082789	0.950991790882093	28	28	28	35	36	37
Lymph-BNHL	GSE54855.ESR1.MCF7_E2_10M	1189575	107	0.236742846241752	75792	29	20	0.937866387163963	0.910559625465397	0.879652444289621	25	25	25	32	33	34
Lymph-BNHL	ERP000380.ESR1.MCF7_TAMR_TAM	639787	107	0.0763966085459446	18929	6	6	0.852758577508684	0.834926684082901	0.824225639430526	8	8	8	13	13	13
Lymph-BNHL	ERP000380.ESR1.MCF7_TAMR	604303	107	0.0765652062163825	18976	7	7	0.736107852042416	0.719730587555581	0.709564913961821	8	8	8	13	13	13
Lymph-BNHL	GSE54855.ESR1.MCF7_E2_2M	266746	107	0.0786850275453185	19569	10	8	0.622900080286792	0.611567022439279	0.603884888728169	8	8	8	13	13	13
Lymph-BNHL	ERP002305.ESR1.MCF7_MRNAHIST	471321	107	0.0808373457493596	20175	6	6	0.88948604636612	0.872002398695116	0.861314922024404	9	9	8	13	13	14
Lymph-BNHL	ENCSR000EWU.ZNF217.MCF7	3089514	107	0.409332100991342	174899	136	50	0.0925954390089373	0.131416784532927	0.192565081254342	44	44	44	51	52	55
Lymph-BNHL	ERP000901.NCOA1.MCF7_E2	1949919	107	0.343317345841231	130814	55	30	0.959720770587332	0.931592431079772	0.886456650799323	37	37	37	44	45	47
Lymph-BNHL	ENCSR912NMR.NONO.MCF7	1575698	107	0.412606271569298	177335	201	53	0.0267515580280551	0.0512787709883891	0.106663608035673	44	44	44	51	53	55
Lymph-BNHL	GSE59530.FOXA1.MCF7_E2_TNF	7217102	107	0.669851809888886	498041	437	81	0.0138209587431843	0.0323934691918486	0.148830402675351	72	72	72	78	80	86
Lymph-BNHL	GSE29073.EP300.MCF7_DMSO	446299	107	0.140046120876902	38452	16	13	0.773816160337181	0.749952463994584	0.731138806851997	15	15	15	20	21	22
Lymph-BNHL	GSE54855.ESR1.MCF7_E2_120M	432762	107	0.13330757554547	36210	15	13	0.702083097183642	0.682515317431202	0.667013970174717	14	14	14	20	20	21
Lymph-BNHL	GSE59530.ESR1.MCF7	313919	107	0.0564064066595231	13525	48	25	7.351275144174e-11	1.06221986762023e-09	6.5962292294941e-09	6	6	6	10	10	10
Lymph-BNHL	GSE60270.ESR1_P118.MCF7_SHRARS	97335	107	0.033599761562093	7758	12	10	0.00234100693575579	0.00332380364209328	0.00398749892074701	3	3	3	7	7	7
Lymph-BNHL	GSE54592.ESR1.MCF7_LETR	75457	107	0.010541081196769	2342	1	1	0.682731437122434	0.678218461737988	0.676286265119024	1	1	1	3	3	3
Lymph-BNHL	GSE29073.EP300.MCF7_E2	439769	107	0.152101709410957	42572	16	13	0.871915981699354	0.845837699257898	0.824435526148917	16	16	16	22	23	23
Lymph-BNHL	GSE59530.RELA.MCF7_E2_TNF	587975	107	0.521919583930623	276352	70	38	0.999993015661693	0.999819241747717	0.995175199312184	56	56	56	63	64	68
Lymph-BNHL	GSE40762.FOXM1.MCF7_THIOS	547947	107	0.273405514888622	92833	56	33	0.207381082090695	0.238209833535106	0.267682983263779	29	29	29	36	37	38
Lymph-BNHL	GSE40762.FOXM1.MCF7	1428495	107	0.337650846539068	127433	72	40	0.209087211697169	0.243600077765575	0.280995721974202	36	36	36	43	44	46
Lymph-BNHL	GSE54592.ESR1.MCF7_LETR_ANDRO	18735	107	0.00304460801941779	668	0	0	1	1	1	0	0	0	1	1	1
Lymph-BNHL	GSE41561.E2F4.MCF7_TAM	1031727	107	0.766288710862232	755006	298	82	0.556868324249782	0.552745838782444	0.514373394712164	82	82	82	88	89	97
Lymph-BNHL	GSE59530.RELA.MCF7_TNF	346621	107	0.505379343676841	258810	82	45	0.987409361390071	0.968144311523291	0.906630365161756	54	54	54	61	63	66
Lymph-BNHL	GSE59530.RELA.MCF7_E2	187097	107	0.380529618397561	154538	32	23	0.999996233547176	0.999920296601334	0.999007952381372	41	41	41	48	49	51
Lymph-BNHL	GSE59530.RELA.MCF7	166520	107	0.319476467627398	116970	33	23	0.998246309212709	0.993800805537439	0.982214045242771	34	34	34	41	42	44
Lymph-BNHL	ERP000380.FOXA1.MCF7_TAMR_E2_TAM	11307102	107	0.594433047971522	367889	217	58	0.926399839902051	0.884861235223158	0.775439388949275	64	64	63	71	72	77
Lymph-BNHL	GSE45852.HSF1.MCF7	251393	107	0.295863100114152	104193	43	29	0.779188310181551	0.745505387809292	0.705620108310864	32	32	31	38	40	41
Lymph-BNHL	ENCSR551ZDZ.MTA2.MCF7	314864	107	0.0348728288655011	8069	2	2	0.899883187603236	0.890921875418538	0.886638459257686	4	4	4	7	7	7
Lymph-BNHL	ENCSR555PBN.MAFK.MCF7	3834513	107	0.404003129588782	170989	51	30	0.999497105638909	0.9971257224879	0.985714852288184	43	43	43	50	52	54
Lymph-BNHL	ENCSR465VLK.FOXK2.MCF7	806906	107	0.349407142083548	134513	78	35	0.752103259114013	0.718444712103751	0.673879616795232	37	37	37	44	46	48
Lymph-BNHL	GSE40129.GATA3.MCF7	680434	107	0.0512556951750547	12186	2	2	0.980577646386577	0.975664860886712	0.973082169151756	5	5	5	9	9	10
Lymph-BNHL	GSE41561.E2F4.MCF7_ICI	211994	107	0.402266171536144	169729	80	48	0.149050571369312	0.189388172732772	0.244083433162426	43	43	43	50	51	54
Lymph-BNHL	GSE75070.RUNX1.MCF7	40232	107	0.0841975520791683	21129	6	6	0.912029210100075	0.895281597450903	0.884863279952372	9	9	9	14	14	14
Lymph-BNHL	ENCSR000EWV.GATA3.MCF7	1372480	107	0.0864363580742195	21770	4	4	0.9904468100177	0.985519439749313	0.982208489536528	9	9	9	14	14	15
Lymph-BNHL	ERP002305.ESR1.MCF7	10579	107	0.000919389682322784	201	0	0	1	1	1	0	0	0	1	1	1
Lymph-BNHL	GSE72977.FOXM1.MCF7_MI63	158617	107	0.0324202922201725	7471	7	6	0.127864777370475	0.134993392956839	0.138312837185047	3	3	3	7	7	7
Lymph-BNHL	GSE47041.TP53.MCF7_NUT	73839	107	0.06727550664601	16422	7	7	0.594661094240291	0.585485163840207	0.579424624565602	7	7	7	11	12	12
Lymph-BNHL	GSE35109.ESR1.MCF7	1118728	107	0.124748468672627	33424	75	20	0.0287939197089976	0.0414445570924191	0.0529023127807826	13	13	13	19	19	20
Lymph-BNHL	GSE54855.ESR1.MCF7	16549	107	0.0428703347194768	10052	8	7	0.167355745385536	0.176136056050038	0.180271430988516	4	4	4	8	8	8
Lymph-BNHL	GSE60270.GATA3.MCF7	157040	107	0.112000156041165	29400	19	14	0.297444695463626	0.310100858070354	0.316778134108956	12	12	12	17	18	18
